Cloudflare,54.69%
Akamai,21.41%
Amazon CloudFront,20.06%
Fastly,9.31%
Imperva,2.20%
CDNetworks,1.27%
Quantil,1.21%
Sucuri,0.68%
Qrator,0.54%
DDoS-Guard,0.48%
ArvanCloud,0.44%
StackPath,0.42%
Ezoic,0.24%
Variti,0.12%
DOSarrest,0.10%
Project Shield,0.10%
Yottaa,0.06%
Limelight,0.06%
Link11,0.06%
Tata Communications,0.04%
GoCache,0.02%
BelugaCDN,0.02%
