1.,DigiCert Group,54.3%
1.1.,    DigiCert,53.0%
1.2.,    Verisign,1.3%
2.,IdenTrust,16.4%
3.,GlobalSign,16.0%
4.,GoDaddy Group,12.4%
4.1.,    Starfield,9.9%
4.2.,    GoDaddy,2.6%
5.,Sectigo,11.4%
6.,Entrust,2.2%
7.,Certum,2.1%
8.,Let’s Encrypt,1.3%
9.,Secom Trust,1.2%
10.,Actalis,0.2%
11.,WISeKey Group,0.2%
11.1.,    QuoVadis,0.2%
12.,Deutsche Telekom,0.2%
13.,TWCA,0.2%
14.,Trustwave,0.1%
