Cloudflare,39.1%
Akamai,36.1%
Amazon CloudFront,26.7%
Fastly,13.8%
CDNetworks,1.6%
Quantil,1.6%
Imperva,1.0%
Qrator,0.5%
ArvanCloud,0.3%
DDoS-Guard,0.2%
StackPath,0.2%
Project Shield,0.2%
