DigiCert Group,54.3%
IdenTrust,16.4%
GlobalSign,16.0%
GoDaddy Group,12.4%
Sectigo,11.4%
Entrust,2.2%
Certum,2.1%
Let’s Encrypt,1.3%
Secom Trust,1.2%
Actalis,0.2%
WISeKey Group,0.2%
Deutsche Telekom,0.2%
TWCA,0.2%
Trustwave,0.1%
